2017-10-29T13:31:38.052Z >> OptiZen - Start...
2017-10-29T13:31:38.071Z >> org.optizen.util.Settings : createIniFile(String) >> Le fichier OptiZen.ini existe d�j� !
2017-10-29T13:31:38.423Z >> OptiZen - End run...
2017-10-29T13:31:40.338Z >> org.optizen.util.Settings : zenTableData() >> Tentative de lecture de la section zenTableData ...
2017-10-29T13:31:40.358Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN) param�tre COUNTER...
2017-10-29T13:56:03.475Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:03.965Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (CONFIG) param�tre company...
2017-10-29T13:56:03.971Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:03.977Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (CONFIG) param�tre urloptimaint...
2017-10-29T13:56:03.982Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.088Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK) param�tre COUNTER...
2017-10-29T13:56:04.093Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.097Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre num...
2017-10-29T13:56:04.102Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.106Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre ztable...
2017-10-29T13:56:04.111Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.115Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre variable...
2017-10-29T13:56:04.120Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.125Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre name...
2017-10-29T13:56:04.130Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.134Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre codeEqu...
2017-10-29T13:56:04.139Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.143Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre equipement...
2017-10-29T13:56:04.147Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.151Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre codeOrg...
2017-10-29T13:56:04.156Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.160Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre organe...
2017-10-29T13:56:04.164Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.169Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre unite...
2017-10-29T13:56:04.174Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.178Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre commentaire...
2017-10-29T13:56:04.183Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.187Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre autre...
2017-10-29T13:56:04.192Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.198Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre num...
2017-10-29T13:56:04.203Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.207Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre ztable...
2017-10-29T13:56:04.212Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.217Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre variable...
2017-10-29T13:56:04.222Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.226Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre name...
2017-10-29T13:56:04.231Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.236Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeEqu...
2017-10-29T13:56:04.241Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.245Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre equipement...
2017-10-29T13:56:04.250Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.254Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeOrg...
2017-10-29T13:56:04.259Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.264Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre organe...
2017-10-29T13:56:04.268Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.272Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre unite...
2017-10-29T13:56:04.277Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.282Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre commentaire...
2017-10-29T13:56:04.287Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.291Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre autre...
2017-10-29T13:56:04.296Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.300Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre num...
2017-10-29T13:56:04.305Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.309Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre ztable...
2017-10-29T13:56:04.314Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.319Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre variable...
2017-10-29T13:56:04.324Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.328Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre name...
2017-10-29T13:56:04.333Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.337Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre codeEqu...
2017-10-29T13:56:04.343Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.347Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre equipement...
2017-10-29T13:56:04.352Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.356Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre codeOrg...
2017-10-29T13:56:04.361Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.365Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre organe...
2017-10-29T13:56:04.370Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.377Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre unite...
2017-10-29T13:56:04.383Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.388Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre commentaire...
2017-10-29T13:56:04.393Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.398Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre autre...
2017-10-29T13:56:04.406Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.409Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre num...
2017-10-29T13:56:04.415Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.418Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre ztable...
2017-10-29T13:56:04.424Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.429Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre variable...
2017-10-29T13:56:04.434Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.438Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre name...
2017-10-29T13:56:04.443Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.447Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeEqu...
2017-10-29T13:56:04.452Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.457Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre equipement...
2017-10-29T13:56:04.462Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.466Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeOrg...
2017-10-29T13:56:04.472Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.476Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre organe...
2017-10-29T13:56:04.481Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.486Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre unite...
2017-10-29T13:56:04.491Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.495Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre commentaire...
2017-10-29T13:56:04.500Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.505Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre autre...
2017-10-29T13:56:04.509Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.514Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre num...
2017-10-29T13:56:04.519Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.523Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre ztable...
2017-10-29T13:56:04.528Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.532Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre variable...
2017-10-29T13:56:04.538Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.542Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre name...
2017-10-29T13:56:04.561Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.566Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeEqu...
2017-10-29T13:56:04.571Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.576Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre equipement...
2017-10-29T13:56:04.581Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.585Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeOrg...
2017-10-29T13:56:04.590Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.595Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre organe...
2017-10-29T13:56:04.600Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.604Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre unite...
2017-10-29T13:56:04.609Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.614Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre commentaire...
2017-10-29T13:56:04.619Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.623Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre autre...
2017-10-29T13:56:04.628Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T13:56:04.634Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre num...
